CRN,Subject,Course Number,Course,Title,Instructor,Meeting Times,Campus,Instructional Method,Status,Seats Available,Enrollment,Maximum Enrollment,Waitlist Available
84142,IDH,1923,IDH 1923,(H) Colloq Design Thinking,[REDACTED],MW | 12:00 PM - 1:15 PM | 57-Petway Hall Room 1420,Main Campus-UNF,Standard,OPEN,1,19,20,2
84155,IDH,1923,IDH 1923,(H) Colloq Strtgc Comm &amp; Innov,[REDACTED],MW | 4:30 PM - 5:45 PM | 42-Coggin College of Business Room 1113,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,21,21,2
84156,IDH,1923,IDH 1923,(H) Colloq Power of Food,[REDACTED],MW | 3:00 PM - 4:15 PM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,21,21,2
84393,IDH,1923,IDH 1923,(H) Colloq Res. Academic Scs.,[REDACTED],TR | 9:25 AM - 10:40 AM | 9-Fred Schultz Hall Room 2301,Main Campus-UNF,Standard,OPEN,2,19,21,2
84757,IDH,1923,IDH 1923,(H) Colloq Words That Slap,[REDACTED],TR | 9:25 AM - 10:40 AM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,2
85836,IDH,1998C,IDH 1998C,Exp:(H) Colloq Chem Measure,[REDACTED],W | 10:00 AM - 10:50 AM | 50-Science &amp; Engineering Room 3516; F | 1:00 PM - 3:15 PM | 50-Science &amp; Engineering Room 3524,Main Campus-UNF,Standard,FULL,0,10,10,0
85906,IDH,1998C,IDH 1998C,Exp:(H) Colloq Chem Measure,[REDACTED],W | 10:00 AM - 10:50 AM | 50-Science &amp; Engineering Room 3516; F | 1:00 PM - 3:15 PM | 50-Science &amp; Engineering Room 3524,Main Campus-UNF,Standard,OPEN,2,8,10,0
85870,IDH,4912,IDH 4912,(H) DIS: Adv Facilitation Lead,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,1,1,2,0
86146,IDH,4912,IDH 4912,Honors Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,5,2,7,0
85705,IDH,4991,IDH 4991,Exp: (H) Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,12,3,15,0
85717,IDH,4993,IDH 4993,Exp: (H) Internship,[REDACTED],Off Main Campus Room OFF-MC,Main Campus-UNF,Independent,OPEN,13,7,20,0
85720,IDH,4994,IDH 4994,Exp: (H) Study Abroad,[REDACTED],Off Main Campus Room OFF-MC,Main Campus-UNF,Independent,OPEN,18,2,20,0
86104,IDS,3949,IDS 3949,Interdisciplinary Studies Internship,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,3,2,5,5
86176,INP,3106,INP 3106,Data Literacy in Applied Social Science,[REDACTED],TR | 9:25 AM - 10:40 AM | 51-Social Sciences Room 1201,Main Campus-UNF,Standard,OPEN,19,6,25,10
84398,INR,3016,INR 3016,Global Issues in Contemporary Politics,[REDACTED],TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,OPEN,33,17,50,50
84409,INR,3153,INR 3153,American Foreign Policy in the Middle East,[REDACTED],TR | 3:05 PM - 4:20 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,18,22,40,50
84400,INR,4344,INR 4344,European Security in a Globalized Society,[REDACTED],TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2222,Main Campus-UNF,Standard,OPEN,11,9,20,10
84405,INR,6607,INR 6607,International Relations Theory,[REDACTED],M | 6:00 PM - 8:45 PM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,21,4,25,25
86311,INR,6971,INR 6971,Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
85810,INS,3950,INS 3950,International Educational Experience,[REDACTED],TBA,Study Abroad - Out of Country,Study Abroad,OPEN,9,1,10,10
85940,INS,4905,INS 4905,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
85220,INS,4930,INS 4930,Intl Studies Research Sem.,[REDACTED],M | 6:00 PM - 8:45 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,9,11,20,20
85811,INS,4941,INS 4941,International Studies Internship,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,8,2,10,10
82588,INT,1000,INT 1000,Introduction to Interpreting,[REDACTED],TR | 9:25 AM - 10:40 AM | 57-Petway Hall Room 2060,Main Campus-UNF,Standard,OPEN,6,30,36,5
82087,ISM,4011,ISM 4011,Introduction to Management Information Systems,[REDACTED],TR | 6:00 PM - 7:15 PM | 15-John E. Mathews Room 1304,Main Campus-UNF,Standard,OPEN,7,83,90,5
83513,ISM,4011,ISM 4011,Introduction to Management Information Systems,[REDACTED],MW | 3:00 PM - 4:15 PM | 39-J. Brooks Brown Hall Room 1016,Main Campus-UNF,Standard,OPEN,1,89,90,5
83328,ISM,4113,ISM 4113,Analysis and Design of Business Information Systems,[REDACTED],MW | 4:30 PM - 5:45 PM | 42-Coggin College of Business Room 2105,Main Campus-UNF,Standard,OPEN,1,29,30,5
86325,ISM,4210,ISM 4210,Data and Information Management,[REDACTED],TR | 6:00 PM - 7:15 PM | 42-Coggin College of Business Room 2105,Main Campus-UNF,Standard,OPEN,22,18,40,5
83329,ISM,4220,ISM 4220,Business Data Communications,[REDACTED],MW | 12:00 PM - 1:15 PM | 42-Coggin College of Business Room 2105,Main Campus-UNF,Standard,OPEN,1,34,35,5
83330,ISM,4400,ISM 4400,Enterprise Applications Integration,[REDACTED],TR | 10:50 AM - 12:05 PM | 42-Coggin College of Business Room 2105,Main Campus-UNF,Standard,OPEN,16,14,30,5
84426,ISM,4403,ISM 4403,Business Intelligence,[REDACTED],TR | 1:40 PM - 2:55 PM | 42-Coggin College of Business Room 2105,Main Campus-UNF,Standard,OPEN,8,27,35,5
83226,ISM,6419,ISM 6419,Data Visualization,[REDACTED],MW | 6:00 PM - 7:15 PM | 42-Coggin College of Business Room 1102,Main Campus-UNF,Standard,OPEN,11,24,35,5
85851,ISM,6427,ISM 6427,Business Applications of Artificial Intelligence,[REDACTED],MW | 6:00 PM - 7:15 PM | 42-Coggin College of Business Room 2004,Main Campus-UNF,Standard,OPEN,16,4,20,5
82437,JOU,3109,JOU 3109,Multimedia Reporting,[REDACTED],TR | 3:05 PM - 4:20 PM | 14D-Andrew A. Robinson Center Room 1015,Main Campus-UNF,Standard,OPEN,9,11,20,20
82013,JOU,3925,JOU 3925,Applied Journalism,[REDACTED],TR | 1:40 PM - 2:55 PM | 14D-Andrew A. Robinson Center Room 1015,Main Campus-UNF,Standard,OPEN,7,13,20,20
82447,JOU,4348,JOU 4348,Advanced Multimedia Storytelling,[REDACTED],MW | 3:00 PM - 4:15 PM | 14D-Andrew A. Robinson Center Room 1011,Main Campus-UNF,Standard,OPEN,4,16,20,20
84587,LAE,3210,LAE 3210,Foundations of Literacy,[REDACTED],M | 4:30 PM - 7:15 PM | 57-Petway Hall Room 2010,Main Campus-UNF,Standard,OPEN,3,25,28,0
86087,LAE,3210,LAE 3210,Foundations of Literacy,[REDACTED],F | 12:30 PM - 3:15 PM | 57-Petway Hall Room 1260,Main Campus-UNF,Standard,OPEN,10,20,30,0
84585,LAE,3211,LAE 3211,Literacy Instruction and Assessment,[REDACTED],MW | 12:00 PM - 1:15 PM | 57-Petway Hall Room 1260,Main Campus-UNF,Standard,OPEN,6,24,30,0
84588,LAE,4312,LAE 4312,Differentiating Instruction in Literacy,[REDACTED],M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 2010,Main Campus-UNF,Standard,FULL,0,35,35,0
85943,LAE,4312,LAE 4312,Differentiating Instruction in Literacy,[REDACTED],W | 3:00 PM - 5:45 PM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,23,12,35,0
83931,LAE,4335,LAE 4335,Special Methods: Secondary English,[REDACTED],W | 4:30 PM - 7:15 PM | 57-Petway Hall Room 2070,Main Campus-UNF,Standard,OPEN,11,9,20,5
85218,LAH,6906,LAH 6906,Readings in Latin American History II,[REDACTED],T | 3:05 PM - 5:50 PM | 9-Fred Schultz Hall Room 2401,Main Campus-UNF,Standard,OPEN,9,6,15,15
84758,LDR,3003,LDR 3003,Introduction to Leadership,[REDACTED],TR | 10:50 AM - 12:05 PM | 57-Petway Hall Room 1250,Main Campus-UNF,Standard,FULL,0,20,20,0
82748,LDR,3367,LDR 3367,(H) Facilitation,[REDACTED],F | 9:00 AM - 1:00 PM | 51-Social Sciences Room 1103,Main Campus-UNF,Standard,OPEN,21,8,29,5
84754,LDR,3900,LDR 3900,(H) DIS in Facilitation,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,6,9,15,0
85865,LDR,4368,LDR 4368,(H) Senior Facilitation,[REDACTED],F | 9:00 AM - 1:00 PM | 51-Social Sciences Room 1103,Main Campus-UNF,Standard,OPEN,13,3,16,0
82861,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MWF | 9:00 AM - 9:50 AM | 39-J. Brooks Brown Hall Room 1003A,Main Campus-UNF,Standard,OPEN,2,25,27,10
82862,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],TR | 12:15 PM - 1:30 PM | 39-J. Brooks Brown Hall Room 2006,Main Campus-UNF,Standard,OPEN,1,26,27,10
83217,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MWF | 9:00 AM - 9:50 AM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,4,23,27,10
83646,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],TR | 1:40 PM - 2:55 PM | 45-Fine Arts Center Room 2610,Main Campus-UNF,Standard,OPEN,1,26,27,10
83647,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MW | 1:30 PM - 2:45 PM | 9-Fred Schultz Hall Room 1413,Main Campus-UNF,Standard,OPEN,2,25,27,10
83850,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MW | 1:30 PM - 2:45 PM | 57-Petway Hall Room 2050,Main Campus-UNF,Standard,OPEN,2,25,27,10
86204,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],TR | 3:05 PM - 4:20 PM | 42-Coggin College of Business Room 1101,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,27,27,27
86205,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MWF | 11:00 AM - 11:50 AM | 57-Petway Hall Room 2050,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,27,27,27
86206,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MWF | 10:00 AM - 10:50 AM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,27,27,27
86207,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MW | 4:30 PM - 5:45 PM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,6,21,27,27
86252,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],MWF | 10:00 AM - 10:50 AM | 42-Coggin College of Business Room 2120,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,27,27,10
86253,LIT,2000,LIT 2000,Introduction to Literature,[REDACTED],TR | 3:05 PM - 4:20 PM | 14D-Andrew A. Robinson Center Room 2001,Main Campus-UNF,Standard,OPEN,5,22,27,10
82233,LIT,3213,LIT 3213,The Art of Critical Reading and Writing I,[REDACTED],MW | 1:30 PM - 2:45 PM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,OPEN,4,16,20,10
82610,LIT,3214,LIT 3214,The Art of Critical Reading and Writing II,[REDACTED],MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 2221,Main Campus-UNF,Standard,OPEN,3,17,20,10
83828,LIT,3930,LIT 3930,ST:The Bible as Literature,[REDACTED],TR | 3:05 PM - 4:20 PM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,OPEN,9,11,20,10
85796,LIT,3930,LIT 3930,ST: Dystopian Women&#39;s Fiction,[REDACTED],TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2222,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,10
85797,LIT,4093,LIT 4093,Contemporary Literature,[REDACTED],MWF | 11:00 AM - 11:50 AM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,OPEN,2,18,20,10
86047,LIT,4650,LIT 4650,Sem: Being Bored| Art of Ennui,[REDACTED],TR | 3:05 PM - 4:20 PM | 39-J. Brooks Brown Hall Room 4029A,Main Campus-UNF,Standard,OPEN,4,11,15,10
86460,LIT,4905,LIT 4905,Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86143,LIT,4934,LIT 4934,Sem: Creative Criticism,[REDACTED],MW | 4:30 PM - 5:45 PM | 9-Fred Schultz Hall Room 2302,Main Campus-UNF,Standard,OPEN,1,9,10,5
85746,LIT,5934,LIT 5934,ST:Literatures of the Atlantic,[REDACTED],TR | 3:05 PM - 4:20 PM | 39A-J. Brooks Brown Hall Addit Room 1032,Main Campus-UNF,Standard,OPEN,4,6,10,10
86136,LIT,5934,LIT 5934,ST: Being Bored / Art of Ennui,[REDACTED],TR | 3:05 PM - 4:20 PM | 39-J. Brooks Brown Hall Room 4029A,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,5,5,5
85805,LIT,6246,LIT 6246,Major Authors: George Eliot,[REDACTED],W | 6:00 PM - 8:45 PM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,1,19,20,20
86113,LIT,6905,LIT 6905,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
84716,LIT,6941,LIT 6941,Practicum: Teaching Literature,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86059,LIT,6941,LIT 6941,Practicum: Teaching Literature,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86340,LIT,6941,LIT 6941,Practicum: Teaching Literature,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
82018,MAA,4211,MAA 4211,(GM) Advanced Calculus I,[REDACTED],TR | 6:00 PM - 7:40 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,4,21,25,25
85758,MAA,6417,MAA 6417,Complex Analysis,[REDACTED],TR | 3:05 PM - 4:20 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,17,3,20,20
82870,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,30
82871,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 8:00 AM - 8:50 AM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,30
82872,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 9:00 AM - 9:50 AM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82873,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82874,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 12:00 PM - 12:50 PM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82875,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 12:00 PM - 12:50 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82876,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82920,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 9:00 AM - 9:50 AM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,1,34,35,35
82921,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,35
84021,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2212,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84067,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 10:00 AM - 10:50 AM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84068,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,1,34,35,35
84069,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 8:00 AM - 8:50 AM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,3,32,35,35
84070,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84989,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2218,Main Campus-UNF,Standard,OPEN,1,34,35,35
85978,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,3,32,35,20
85979,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1102,Main Campus-UNF,Standard,OPEN,10,25,35,20
85980,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1103,Main Campus-UNF,Standard,OPEN,17,18,35,20
86199,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1104,Main Campus-UNF,Standard,OPEN,23,12,35,35
82941,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2008; MW | 1:30 PM - 2:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,1,24,25,25
82942,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2008; MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
82943,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2008; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83865,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 1:40 PM - 2:55 PM | 2-Founders Hall Room 2008; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83866,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2007; TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83867,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2007; TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83868,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2002; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83869,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 1:40 PM - 2:55 PM | 2-Founders Hall Room 2007; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83870,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 14E-Andrew A. Robinson Center Room 2743; TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83871,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2007; TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,26,26,25
83872,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2219; MW | 1:30 PM - 2:45 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,1,25,26,25
83873,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1204; F | 12:00 PM - 12:50 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83874,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 5:00 PM - 5:50 PM | 2-Founders Hall Room 2007; MW | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,15,10,25,25
83875,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2008; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,3,22,25,25
83876,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 5:00 PM - 5:50 PM | 2-Founders Hall Room 2008; MW | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,4,21,25,25
83877,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 6:00 PM - 6:50 PM | 2-Founders Hall Room 2008; MW | 7:30 PM - 8:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,11,14,25,25
83878,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2002; TR | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,7,18,25,25
83879,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2008; MW | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83880,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 8:00 AM - 9:15 AM | 2-Founders Hall Room 2008; F | 8:00 AM - 8:50 AM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,1,24,25,25
83881,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2007; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,7,18,25,25
83882,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 14E-Andrew A. Robinson Center Room 2743; F | 3:00 PM - 3:50 PM | 14E-Andrew A. Robinson Center Room 2743,Main Campus-UNF,Standard,OPEN,4,21,25,25
83883,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 3:05 PM - 4:20 PM | 2-Founders Hall Room 2219; F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,2,23,25,25
84795,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 6:00 PM - 6:50 PM | 2-Founders Hall Room 2002; TR | 7:30 PM - 8:45 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,13,12,25,25
84796,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 12:00 PM - 12:50 PM | 2-Founders Hall Room 2008; TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
84797,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 2002; F | 1:00 PM - 1:50 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
84798,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2007; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,2,23,25,25
84799,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2219; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,1,24,25,25
84800,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 12:15 PM - 1:30 PM | 9-Fred Schultz Hall Room 1413; F | 1:00 PM - 1:50 PM | 9-Fred Schultz Hall Room 1413,Main Campus-UNF,Standard,OPEN,1,24,25,25
84801,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2002; TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,26,26,25
84802,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 9-Fred Schultz Hall Room 1411; MW | 12:00 PM - 1:15 PM | 9-Fred Schultz Hall Room 1411,Main Campus-UNF,Standard,OPEN,4,22,26,25
84804,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2221; TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2221,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,25
86185,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 9-Fred Schultz Hall Room 1411; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,6,19,25,25
