CRN,Subject,Course Number,Course,Title,Instructor,Meeting Times,Campus,Instructional Method,Status,Seats Available,Enrollment,Maximum Enrollment,Waitlist Available
84021,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2212,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84067,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 10:00 AM - 10:50 AM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84068,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,1,34,35,35
84069,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 8:00 AM - 8:50 AM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,3,32,35,35
84070,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84989,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2218,Main Campus-UNF,Standard,OPEN,1,34,35,35
85978,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,3,32,35,20
85979,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1102,Main Campus-UNF,Standard,OPEN,10,25,35,20
85980,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1103,Main Campus-UNF,Standard,OPEN,17,18,35,20
86199,MAC,1105,MAC 1105,(GM) College Algebra,[REDACTED],MWF | 7:00 AM - 7:50 AM | 51-Social Sciences Room 1104,Main Campus-UNF,Standard,OPEN,23,12,35,35
82941,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2008; MW | 1:30 PM - 2:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,1,24,25,25
82942,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2008; MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
82943,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2008; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83865,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 1:40 PM - 2:55 PM | 2-Founders Hall Room 2008; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83866,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 11:00 AM - 11:50 AM | 2-Founders Hall Room 2007; TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83867,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2007; TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83868,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2002; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83869,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 1:40 PM - 2:55 PM | 2-Founders Hall Room 2007; F | 2:00 PM - 2:50 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83870,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 14E-Andrew A. Robinson Center Room 2743; TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83871,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2007; TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,26,26,25
83872,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2219; MW | 1:30 PM - 2:45 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,1,25,26,25
83873,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1204; F | 12:00 PM - 12:50 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83874,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 5:00 PM - 5:50 PM | 2-Founders Hall Room 2007; MW | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,15,10,25,25
83875,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2008; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,3,22,25,25
83876,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 5:00 PM - 5:50 PM | 2-Founders Hall Room 2008; MW | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,4,21,25,25
83877,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 6:00 PM - 6:50 PM | 2-Founders Hall Room 2008; MW | 7:30 PM - 8:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,11,14,25,25
83878,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2002; TR | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,7,18,25,25
83879,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2008; MW | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
83880,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 8:00 AM - 9:15 AM | 2-Founders Hall Room 2008; F | 8:00 AM - 8:50 AM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,OPEN,1,24,25,25
83881,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2007; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,7,18,25,25
83882,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 14E-Andrew A. Robinson Center Room 2743; F | 3:00 PM - 3:50 PM | 14E-Andrew A. Robinson Center Room 2743,Main Campus-UNF,Standard,OPEN,4,21,25,25
83883,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 3:05 PM - 4:20 PM | 2-Founders Hall Room 2219; F | 4:00 PM - 4:50 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,2,23,25,25
84795,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 6:00 PM - 6:50 PM | 2-Founders Hall Room 2002; TR | 7:30 PM - 8:45 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,13,12,25,25
84796,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 12:00 PM - 12:50 PM | 2-Founders Hall Room 2008; TR | 12:15 PM - 1:30 PM | 2-Founders Hall Room 2008,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
84797,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 2002; F | 1:00 PM - 1:50 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,25,25,25
84798,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2007; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,2,23,25,25
84799,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MW | 3:00 PM - 4:15 PM | 2-Founders Hall Room 2219; F | 3:00 PM - 3:50 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,1,24,25,25
84800,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],TR | 12:15 PM - 1:30 PM | 9-Fred Schultz Hall Room 1413; F | 1:00 PM - 1:50 PM | 9-Fred Schultz Hall Room 1413,Main Campus-UNF,Standard,OPEN,1,24,25,25
84801,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 2-Founders Hall Room 2002; TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,26,26,25
84802,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 9:00 AM - 9:50 AM | 9-Fred Schultz Hall Room 1411; MW | 12:00 PM - 1:15 PM | 9-Fred Schultz Hall Room 1411,Main Campus-UNF,Standard,OPEN,4,22,26,25
84804,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 10:00 AM - 10:50 AM | 2-Founders Hall Room 2221; TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2221,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,25
86185,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],F | 4:00 PM - 4:50 PM | 9-Fred Schultz Hall Room 1411; TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2219,Main Campus-UNF,Standard,OPEN,6,19,25,25
86263,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MWF | 9:00 AM - 9:50 AM | 57-Petway Hall Room 2050; F | 11:00 AM - 11:50 AM | 57-Petway Hall Room 1270,Main Campus-UNF,Standard,OPEN,1,24,25,10
86264,MAC,1105C,MAC 1105C,(GM) College Algebra with Recitation,[REDACTED],MWF | 10:00 AM - 10:50 AM | 59-Biological Sciences Room 2703; S | 12:00 PM - 12:50 PM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,17,8,25,10
84468,MAC,1114,MAC 1114,(GM) Trigonometry,[REDACTED],TR | 12:15 PM - 1:05 PM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,OPEN,15,20,35,35
85897,MAC,1114,MAC 1114,(GM) Trigonometry,[REDACTED],MW | 9:00 AM - 9:50 AM | 9-Fred Schultz Hall Room 1411,Main Campus-UNF,Standard,OPEN,9,21,30,30
82020,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 8:00 AM - 9:40 AM | 4-Skinner-Jones Hall Room 1702,Main Campus-UNF,Standard,OPEN,2,33,35,35
82021,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 10:00 AM - 11:40 AM | 39-J. Brooks Brown Hall Room 4002A,Main Campus-UNF,Standard,OPEN,2,33,35,35
82022,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 10:00 AM - 11:40 AM | 57-Petway Hall Room 1260,Main Campus-UNF,Standard,OPEN,3,32,35,35
82023,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 11:50 AM - 1:30 PM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82024,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 8:00 AM - 9:40 AM | 2-Founders Hall Room 2210,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82025,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 3:50 PM - 5:30 PM | 15-John E. Mathews Room 1206,Main Campus-UNF,Standard,OPEN,1,34,35,35
82026,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 11:50 AM - 1:30 PM | 57-Petway Hall Room 1270,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82324,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 2:00 PM - 3:40 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82388,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 10:00 AM - 11:40 AM | 2-Founders Hall Room 2210,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,36,35,35
83385,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 3:50 PM - 5:30 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,OPEN,13,22,35,35
83951,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 3:50 PM - 5:30 PM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,4,31,35,35
84073,MAC,1147,MAC 1147,(H)(GM) Precalculus,[REDACTED],MW | 11:50 AM - 1:30 PM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,20
84074,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 10:00 AM - 11:40 AM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,1,34,35,35
84075,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],MW | 8:00 AM - 9:40 AM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84250,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 10:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 1702,Main Campus-UNF,Standard,OPEN,3,32,35,35
86277,MAC,1147,MAC 1147,(GM) Precalculus,[REDACTED],TR | 3:50 PM - 5:30 PM | 59-Biological Sciences Room 2701,Main Campus-UNF,Standard,OPEN,18,17,35,10
82414,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,OPEN,5,30,35,35
82432,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,OPEN,1,34,35,35
82483,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 8:00 AM - 9:15 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82484,MAC,2233,MAC 2233,(H)(GM) Survey of Calculus,[REDACTED],TR | 4:30 PM - 5:45 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,1,19,20,20
82485,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,OPEN,3,32,35,35
82526,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
82601,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],MW | 3:00 PM - 4:15 PM | 14E-Andrew A. Robinson Center Room 2738,Main Campus-UNF,Standard,OPEN,9,11,20,20
82602,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],MW | 1:30 PM - 2:45 PM | 2-Founders Hall Room 2218,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82604,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
83136,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
83518,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),OPEN,1,34,35,35
83519,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),OPEN,6,29,35,35
83520,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),OPEN,23,12,35,35
83947,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
83966,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
86181,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],Online,Distance Learning,Online (DL),OPEN,6,29,35,35
86182,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 6:00 PM - 7:15 PM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,4,31,35,35
86265,MAC,2233,MAC 2233,(GM) Survey of Calculus,[REDACTED],TR | 6:00 PM - 7:15 PM | 9-Fred Schultz Hall Room 1413,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,32,32,10
82027,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],TR | 8:00 AM - 9:40 AM | 8-English Hall Room 2054,Main Campus-UNF,Standard,OPEN,2,33,35,35
82028,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],TR | 10:00 AM - 11:40 AM | 57-Petway Hall Room 2050,Main Campus-UNF,Standard,OPEN,1,34,35,35
82029,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 8:00 AM - 9:40 AM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,OPEN,7,28,35,35
82030,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 10:00 AM - 11:40 AM | 2-Founders Hall Room 2007,Main Campus-UNF,Standard,OPEN,3,32,35,35
82031,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],TR | 10:00 AM - 11:40 AM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,2,33,35,35
82383,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],TR | 2:00 PM - 3:40 PM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82968,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 3:50 PM - 5:30 PM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,OPEN,2,33,35,35
83042,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 10:00 AM - 11:40 AM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,35
83210,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 2:00 PM - 3:40 PM | Online,Distance Learning,Live Online,OPEN,2,33,35,35
83632,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,35,35,35
83677,MAC,2311,MAC 2311,(H)(GM) Calculus I,[REDACTED],TR | 3:50 PM - 5:30 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,OPEN,5,30,35,35
83777,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 2:00 PM - 3:40 PM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
86278,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],MW | 10:00 AM - 11:40 AM | 57-Petway Hall Room 1280,Main Campus-UNF,Standard,OPEN,4,31,35,10
86361,MAC,2311,MAC 2311,(GM) Calculus I,[REDACTED],TR | 6:00 PM - 7:40 PM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,16,19,35,10
82032,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],MW | 8:00 AM - 9:40 AM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-2,37,35,35
82382,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],TR | 3:50 PM - 5:30 PM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,OPEN,2,33,35,35
83073,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],TR | 10:00 AM - 11:40 AM | 15-John E. Mathews Room 1206,Main Campus-UNF,Standard,OPEN,1,35,36,35
83291,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],MW | 3:50 PM - 5:30 PM | Online,Distance Learning,Live Online,OPEN,11,24,35,35
83778,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],TR | 8:00 AM - 9:40 AM | 15-John E. Mathews Room 1206,Main Campus-UNF,Standard,OPEN,3,32,35,35
83779,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],TR | 2:00 PM - 3:40 PM | 2-Founders Hall Room 2010,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
84090,MAC,2312,MAC 2312,(GM) Calculus II,[REDACTED],MW | 10:00 AM - 11:40 AM | 2-Founders Hall Room 2002,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,35
82033,MAC,2313,MAC 2313,(GM) Calculus III,[REDACTED],MW | 11:50 AM - 1:30 PM | 14E-Andrew A. Robinson Center Room 2738,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,20
82034,MAC,2313,MAC 2313,(GM) Calculus III,[REDACTED],TR | 3:50 PM - 5:30 PM | 57-Petway Hall Room 1270,Main Campus-UNF,Standard,OPEN,2,34,36,36
82459,MAC,2313,MAC 2313,(GM) Calculus III,[REDACTED],TR | 3:50 PM - 5:30 PM | 15-John E. Mathews Room 1206,Main Campus-UNF,Standard,OPEN,2,35,37,37
84102,MAC,2313,MAC 2313,(GM) Calculus III,[REDACTED],MW | 3:50 PM - 5:30 PM | 57-Petway Hall Room 1280,Main Campus-UNF,Standard,OPEN,1,39,40,40
86224,MAC,2313,MAC 2313,(GM) Calculus III,[REDACTED],MW | 10:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 1701,Main Campus-UNF,Standard,OPEN,13,22,35,10
83780,MAD,3107,MAD 3107,(GM) Discrete Mathematics,[REDACTED],MW | 3:00 PM - 4:15 PM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,22,13,35,35
84782,MAD,4301,MAD 4301,Graph Theory,[REDACTED],TR | 10:50 AM - 12:05 PM | Online,Distance Learning,Live Online,OPEN,18,2,20,20
83932,MAE,4013,MAE 4013,Teaching Mathematics in the Intermediate Elementary Grades,[REDACTED],T | 4:30 PM - 7:15 PM | 57-Petway Hall Room 1250,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,5
85692,MAE,4013,MAE 4013,Teaching Mathematics in the Intermediate Elementary Grades,[REDACTED],R | 4:30 PM - 7:15 PM | 57-Petway Hall Room 1250,Main Campus-UNF,Standard,OPEN,18,12,30,5
86079,MAE,6317,MAE 6317,Teaching Elementary Mathematics Using Technology,[REDACTED],Online,Distance Learning,Online (DL),OPEN,12,8,20,0
83603,MAN,3025,MAN 3025,Principles of Management,[REDACTED],R | 12:15 PM - 1:30 PM | 9-Fred Schultz Hall Room 1421; Online,Hybrid - On Campus/Online,Hybrid,OPEN,1,69,70,5
83823,MAN,3025,MAN 3025,Principles of Management,[REDACTED],TR | 3:05 PM - 4:20 PM | 4-Skinner-Jones Hall Room 1705,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,70,70,5
83985,MAN,3025,MAN 3025,Principles of Management,[REDACTED],MW | 6:00 PM - 7:15 PM | 42-Coggin College of Business Room 1105,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,40,40,5
84114,MAN,3025,MAN 3025,Principles of Management,[REDACTED],Online,Distance Learning,Online (DL),OPEN,1,69,70,5
84115,MAN,3025,MAN 3025,Principles of Management,[REDACTED],F | 12:00 PM - 1:15 PM | 51-Social Sciences Room 1205; Online,Hybrid - On Campus/Online,Hybrid,OPEN,1,69,70,5
84415,MAN,3025,MAN 3025,Principles of Management,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,70,70,5
84443,MAN,3025,MAN 3025,Principles of Management,[REDACTED],R | 6:00 PM - 7:15 PM | 51-Social Sciences Room 1205; Online,Hybrid - On Campus/Online,Hybrid,FULL - WAITLIST AVAILABLE,0,70,70,5
85857,MAN,3025,MAN 3025,Principles of Management,[REDACTED],Online,Distance Learning,Online (DL),OPEN,2,68,70,5
82089,MAN,3504,MAN 3504,Operations Management,[REDACTED],W | 6:00 PM - 7:15 PM | 39-J. Brooks Brown Hall Room 1026A; Online,Hybrid - On Campus/Online,Hybrid,FULL - WAITLIST AVAILABLE,-1,46,45,10
83531,MAN,3504,MAN 3504,Operations Management,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,-5,50,45,10
83611,MAN,3504,MAN 3504,Operations Management,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,-2,47,45,10
83612,MAN,3504,MAN 3504,Operations Management,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,-5,50,45,10
85982,MAN,3504,MAN 3504,Operations Management,[REDACTED],TR | 12:15 PM - 1:30 PM | 45-Fine Arts Center Room 2403,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,45,45,5
86030,MAN,3504,MAN 3504,Operations Management,[REDACTED],T | 6:00 PM - 7:15 PM | 39A-J. Brooks Brown Hall Addit Room 1028; Online,Hybrid - On Campus/Online,Hybrid,FULL - WAITLIST AVAILABLE,-1,46,45,5
86169,MAN,3504,MAN 3504,Operations Management,[REDACTED],MW | 6:00 PM - 7:15 PM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,OPEN,2,43,45,5
85842,MAN,4143,MAN 4143,Practical Leadership,[REDACTED],TR | 4:30 PM - 5:45 PM | 42-Coggin College of Business Room 1111,Main Campus-UNF,Standard,OPEN,8,27,35,5
83832,MAN,4201,MAN 4201,Organization Theory,[REDACTED],Online,Distance Learning,Online (DL),OPEN,1,49,50,5
83340,MAN,4240,MAN 4240,Organizational Behavior,[REDACTED],MW | 1:30 PM - 2:45 PM | 42-Coggin College of Business Room 1113,Main Campus-UNF,Standard,OPEN,1,39,40,5
